backend,surface_lower,lemma,surface_lemma_count,dominant_mode,surface_count,surface_dominant_emotion,surface_entropy,surface_normalized_entropy,lemma_count,lemma_dominant_emotion,lemma_entropy,lemma_normalized_entropy,delta_entropy,dominant_emotion_changed,surface_share_in_lemma,granularity_class,review_priority
spacy,feu,feu,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,ferme,ferme,9,Montrée,9,Colère,1.4466,0.7233,9,Colère,1.4466,0.7233,0.0,False,1.0,specificity_preserved,low
spacy,lutte,lutte,5,Comportementale,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,gagne,gagne,6,Suggérée,6,Fierté,1.0,1.0,6,Fierté,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,fêter,fêter,5,Comportementale,5,Joie,0.971,0.971,5,Joie,0.971,0.971,0.0,False,1.0,specificity_preserved,low
spacy,terroristes,terroriste,7,Suggérée,7,Colère,1.4488,0.9141,7,Colère,1.4488,0.9141,0.0,False,1.0,specificity_preserved,low
spacy,fâchés,fâché,5,Désignée,5,Colère,-0.0,0.0,5,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,danger,danger,33,Désignée,33,Peur,-0.0,0.0,35,Peur,-0.0,0.0,0.0,False,0.9429,specificity_preserved,low
spacy,fuite,fuite,5,Comportementale,5,Peur,-0.0,0.0,5,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,jolies,jolie,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,joie,joie,16,Désignée,16,Joie,-0.0,0.0,16,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,jeux,jeu,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,jamais,jamais,29,Suggérée,29,Tristesse,2.5999,0.8666,29,Tristesse,2.5999,0.8666,0.0,False,1.0,specificity_preserved,low
spacy,jaloux,jaloux,5,Désignée,5,Jalousie,-0.0,0.0,7,Jalousie,-0.0,0.0,0.0,False,0.7143,specificity_preserved,low
spacy,magique,magique,3,Désignée,3,Surprise,-0.0,0.0,4,Surprise,-0.0,0.0,0.0,False,0.75,specificity_preserved,low
spacy,légende,légend,3,Suggérée,3,Admiration,0.9183,0.9183,3,Admiration,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,gens,gens,10,Suggérée,10,Colère,1.2955,0.8173,10,Colère,1.2955,0.8173,0.0,False,1.0,specificity_preserved,low
spacy,surprise,surprise,41,Désignée,41,Surprise,0.4448,0.2807,41,Surprise,0.4448,0.2807,0.0,False,1.0,specificity_preserved,low
spacy,surpris,surpris,11,Désignée,11,Surprise,-0.0,0.0,16,Surprise,-0.0,0.0,0.0,False,0.6875,specificity_preserved,low
spacy,surprenante,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
spacy,surprenant,surprenant,4,Désignée,4,Surprise,-0.0,0.0,9,Surprise,-0.0,0.0,0.0,False,0.4444,specificity_preserved,low
spacy,super,super,10,Désignée,10,Joie,1.4855,0.9372,10,Joie,1.4855,0.9372,0.0,False,1.0,specificity_preserved,low
spacy,suivie,suivie,4,Suggérée,4,Admiration,2.0,1.0,4,Admiration,2.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,suicider,suicider,3,Comportementale,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,succès,succès,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,échec,échec,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,vie,vie,28,Suggérée,28,Joie,1.8064,0.9032,28,Joie,1.8064,0.9032,0.0,False,1.0,specificity_preserved,low
spacy,victoire,victoire,17,Suggérée,17,Joie,0.6723,0.6723,17,Joie,0.6723,0.6723,0.0,False,1.0,specificity_preserved,low
spacy,vexé,vexé,4,Désignée,4,Embarras,1.0,1.0,4,Embarras,1.0,1.0,0.0,False,1.0,specificity_preserved,low
spacy,tas,tas,5,Montrée,5,Dégoût,1.9219,0.961,5,Dégoût,1.9219,0.961,0.0,False,1.0,specificity_preserved,low
spacy,tomber,tomber,4,Suggérée,4,Tristesse,0.8113,0.8113,4,Tristesse,0.8113,0.8113,0.0,False,1.0,specificity_preserved,low
spacy,étonné,étonner,7,Désignée,7,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.35,specificity_preserved,low
spacy,étonnement,étonnement,4,Désignée,4,Surprise,-0.0,0.0,4,Surprise,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,étonne,étonner,5,Désignée,6,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,état,état,3,Suggérée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,abri,abri,3,Comportementale,3,Peur,-0.0,0.0,3,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,affrontements,affrontement,4,Comportementale,4,Colère,-0.0,0.0,4,Colère,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,affaires,affaire,3,Montrée,3,Colère,0.9183,0.9183,3,Colère,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,admirer,admirer,3,Désignée,3,Admiration,-0.0,0.0,6,Admiration,-0.0,0.0,0.0,False,0.5,specificity_preserved,low
spacy,admiration,admiration,3,Désignée,3,Admiration,-0.0,0.0,3,Admiration,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,accuse,accus,19,Comportementale,19,Colère,0.2975,0.2975,19,Colère,0.2975,0.2975,0.0,False,1.0,specificity_preserved,low
spacy,école,école,8,Suggérée,8,Peur,1.8113,0.9056,8,Peur,1.8113,0.9056,0.0,False,1.0,specificity_preserved,low
spacy,vrai,vrai,5,Suggérée,5,Admiration,2.3219,1.0,5,Admiration,2.3219,1.0,0.0,False,1.0,specificity_preserved,low
spacy,étrange,étrange,8,Désignée,8,Surprise,-0.0,0.0,10,Surprise,-0.0,0.0,0.0,False,0.8,specificity_preserved,low
spacy,assez,assez,26,Suggérée,26,Colère,0.9294,0.5864,26,Colère,0.9294,0.5864,0.0,False,1.0,specificity_preserved,low
spacy,billes,bille,4,Suggérée,4,Tristesse,1.5,0.9464,4,Tristesse,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,beaux,beal,3,Suggérée,3,Joie,-0.0,0.0,3,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,beaucoup,beaucoup,7,Suggérée,7,Colère,2.2359,0.963,7,Colère,2.2359,0.963,0.0,False,1.0,specificity_preserved,low
spacy,beau,beau,14,Suggérée,14,Joie,1.2871,0.812,14,Joie,1.2871,0.812,0.0,False,1.0,specificity_preserved,low
spacy,sûr,sûr,8,Montrée,8,Joie,1.0613,0.6696,8,Joie,1.0613,0.6696,0.0,False,1.0,specificity_preserved,low
spacy,sécurité,sécurité,4,Suggérée,4,Peur,-0.0,0.0,4,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,révolte,révolte,9,Comportementale,9,Colère,0.5033,0.5033,9,Colère,0.5033,0.5033,0.0,False,1.0,specificity_preserved,low
spacy,sale,sale,9,Montrée,9,Dégoût,0.9911,0.9911,9,Dégoût,0.9911,0.9911,0.0,False,1.0,specificity_preserved,low
spacy,étonnés,étonner,5,Désignée,5,Surprise,-0.0,0.0,20,Surprise,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,rêver,rêver,3,Suggérée,3,Joie,0.9183,0.9183,3,Joie,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,bloqué,bloquer,5,Comportementale,5,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,bloquer,bloquer,5,Comportementale,5,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.25,specificity_preserved,low
spacy,sexuellement,sexuellement,3,Suggérée,3,Tristesse,0.9183,0.9183,3,Tristesse,0.9183,0.9183,0.0,False,1.0,specificity_preserved,low
spacy,bloquant,bloquer,4,Comportementale,4,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.2,specificity_preserved,low
spacy,plaisir,plaisir,26,Désignée,26,Joie,-0.0,0.0,26,Joie,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,blagues,blague,5,Désignée,5,Joie,-0.0,0.0,6,Joie,-0.0,0.0,0.0,False,0.8333,specificity_preserved,low
spacy,chien,chien,5,Montrée,5,Colère,1.5219,0.9602,5,Colère,1.5219,0.9602,0.0,False,1.0,specificity_preserved,low
spacy,chance,chance,13,Suggérée,13,Joie,1.6692,0.8346,13,Joie,1.6692,0.8346,0.0,False,1.0,specificity_preserved,low
spacy,champs,champ,3,Suggérée,3,Colère,1.585,1.0,3,Colère,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,cause,cause,4,Suggérée,4,Joie,1.5,0.9464,4,Joie,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,rêve,rêve,12,Suggérée,12,Joie,1.585,0.6826,12,Joie,1.585,0.6826,0.0,False,1.0,specificity_preserved,low
spacy,sécheresse,sécheresse,6,Suggérée,6,Peur,-0.0,0.0,6,Peur,-0.0,0.0,0.0,False,1.0,specificity_preserved,low
spacy,réussite,réussite,3,Suggérée,3,Fierté,1.585,1.0,3,Fierté,1.585,1.0,0.0,False,1.0,specificity_preserved,low
spacy,soupire,soupire,7,Comportementale,7,Tristesse,1.6645,0.8322,7,Tristesse,1.6645,0.8322,0.0,False,1.0,specificity_preserved,low
spacy,émotion,émotion,4,Suggérée,4,Joie,1.5,0.9464,4,Joie,1.5,0.9464,0.0,False,1.0,specificity_preserved,low
spacy,silence,silence,9,Comportementale,9,Tristesse,2.0588,0.8867,9,Tristesse,2.0588,0.8867,0.0,False,1.0,specificity_preserved,low
spacy,bloquent,bloquer,4,Comportementale,4,Colère,-0.0,0.0,20,Colère,-0.0,0.0,0.0,False,0.2,specificity_preserved,low
stanza,laisser,laisser,8,Suggérée,8,Colère,1.0613,0.6696,19,Colère,1.3605,0.6803,0.2992,False,0.4211,lemma_dilutes_surface,medium
stanza,accusée,accuser,6,Comportementale,6,Colère,-0.0,0.0,90,Colère,0.2984,0.1882,0.2984,False,0.0667,lemma_dilutes_surface,medium
stanza,accusés,accuser,6,Comportementale,6,Colère,-0.0,0.0,90,Colère,0.2984,0.1882,0.2984,False,0.0667,lemma_dilutes_surface,medium
spacy,accusée,accuser,6,Comportementale,6,Colère,-0.0,0.0,69,Colère,0.2979,0.188,0.2979,False,0.087,lemma_dilutes_surface,medium
spacy,accusés,accuser,6,Comportementale,6,Colère,-0.0,0.0,69,Colère,0.2979,0.188,0.2979,False,0.087,lemma_dilutes_surface,medium
spacy,insulté,insulter,6,Désignée,6,Embarras,0.9183,0.9183,23,Colère,1.2145,0.7663,0.2962,True,0.2609,lemma_dilutes_surface,medium
spacy,rendu,rendre,5,Suggérée,5,Admiration,1.9219,0.961,12,Tristesse,1.6258,0.8129,-0.2961,True,0.4167,lemma_reveals_family,medium
spacy,disparu,disparaître,2,Suggérée,6,Peur,1.7925,0.8962,4,Tristesse,1.5,0.9464,-0.2925,True,0.5,lemma_reveals_family,medium
spacy,protesté,protester,5,Comportementale,5,Colère,0.7219,0.7219,29,Colère,0.431,0.2719,-0.2909,False,0.1724,lemma_reveals_family,medium
stanza,fuient,fuir,17,Comportementale,17,Peur,0.5226,0.5226,53,Peur,0.2318,0.2318,-0.2908,False,0.3208,lemma_reveals_family,medium
spacy,difficile,difficile,17,Suggérée,17,Tristesse,1.736,0.7477,27,Tristesse,2.0265,0.7839,0.2905,False,0.6296,lemma_dilutes_surface,medium
stanza,difficile,difficile,17,Suggérée,17,Tristesse,1.736,0.7477,27,Tristesse,2.0265,0.7839,0.2905,False,0.6296,lemma_dilutes_surface,medium
stanza,quitter,quitter,9,Comportementale,9,Peur,0.7642,0.7642,18,Peur,1.0529,0.6643,0.2887,False,0.5,lemma_dilutes_surface,medium
spacy,fuient,fuir,17,Comportementale,17,Peur,0.5226,0.5226,52,Peur,0.2352,0.2352,-0.2874,False,0.3269,lemma_reveals_family,medium
stanza,horrible,horrible,12,Désignée,12,Peur,1.0,1.0,15,Peur,1.2867,0.8118,0.2867,False,0.8,lemma_dilutes_surface,medium
spacy,horrible,horrible,12,Désignée,12,Peur,1.0,1.0,15,Peur,1.2867,0.8118,0.2867,False,0.8,lemma_dilutes_surface,medium
stanza,exploits,exploit,5,Suggérée,5,Admiration,1.9219,0.961,19,Admiration,1.6393,0.8197,-0.2826,False,0.2632,lemma_reveals_family,medium
spacy,exploits,exploit,5,Suggérée,5,Admiration,1.9219,0.961,19,Admiration,1.6393,0.8197,-0.2826,False,0.2632,lemma_reveals_family,medium
spacy,parler,parler,11,Montrée,11,Colère,1.6729,0.7205,14,Colère,1.9502,0.7544,0.2773,False,0.7857,lemma_dilutes_surface,medium
stanza,fière,fier,8,Désignée,8,Fierté,-0.0,0.0,21,Fierté,0.2762,0.2762,0.2762,False,0.381,lemma_dilutes_surface,medium
stanza,fier,fier,8,Désignée,8,Fierté,-0.0,0.0,21,Fierté,0.2762,0.2762,0.2762,False,0.381,lemma_dilutes_surface,medium
stanza,gagne,gagner,6,Suggérée,6,Fierté,1.0,1.0,37,Joie,1.2759,0.6379,0.2759,True,0.1622,lemma_dilutes_surface,medium
spacy,championne,champion,8,Suggérée,8,Fierté,1.0,1.0,16,Fierté,1.2718,0.8024,0.2718,False,0.5,lemma_dilutes_surface,medium
spacy,insulter,insulter,11,Comportementale,11,Colère,0.9457,0.9457,23,Colère,1.2145,0.7663,0.2688,False,0.4783,lemma_dilutes_surface,medium
spacy,violentes,violent,6,Suggérée,6,Peur,1.2516,0.7897,13,Peur,0.9913,0.6254,-0.2603,False,0.4615,lemma_reveals_family,medium
stanza,célébré,célébrer,5,Suggérée,5,Joie,0.7219,0.7219,10,Joie,0.469,0.469,-0.2529,False,0.5,lemma_reveals_family,medium
spacy,famille,famille,6,Suggérée,6,Joie,1.2516,0.7897,8,Joie,1.5,0.9464,0.2484,False,0.75,lemma_dilutes_surface,medium
stanza,famille,famille,6,Suggérée,6,Joie,1.2516,0.7897,8,Joie,1.5,0.9464,0.2484,False,0.75,lemma_dilutes_surface,medium
spacy,mourir,mourir,6,Suggérée,6,Peur,1.0,1.0,19,Peur,1.2448,0.7854,0.2448,False,0.3158,lemma_dilutes_surface,medium
stanza,mourir,mourir,6,Suggérée,6,Peur,1.0,1.0,19,Peur,1.2448,0.7854,0.2448,False,0.3158,lemma_dilutes_surface,medium
stanza,étonnante,étonnant,10,Désignée,10,Surprise,-0.0,0.0,25,Surprise,0.2423,0.2423,0.2423,False,0.4,lemma_dilutes_surface,medium
spacy,étonnante,étonnant,10,Désignée,10,Surprise,-0.0,0.0,25,Surprise,0.2423,0.2423,0.2423,False,0.4,lemma_dilutes_surface,medium
stanza,attaquer,attaquer,8,Suggérée,8,Peur,0.9544,0.9544,24,Peur,1.1964,0.7549,0.242,False,0.3333,lemma_dilutes_surface,medium
spacy,attaquer,attaquer,8,Suggérée,8,Peur,0.9544,0.9544,24,Peur,1.1964,0.7549,0.242,False,0.3333,lemma_dilutes_surface,medium
stanza,mort,mort,17,Suggérée,17,Tristesse,2.3433,0.8347,28,Tristesse,2.1017,0.7487,-0.2416,False,0.6071,lemma_reveals_family,medium
spacy,mort,mort,17,Suggérée,17,Tristesse,2.3433,0.8347,28,Tristesse,2.1017,0.7487,-0.2416,False,0.6071,lemma_reveals_family,medium
spacy,tué,tué,1,Montrée,13,Colère,1.8262,0.9131,3,Colère,1.585,1.0,-0.2412,False,0.3333,lemma_reveals_family,medium
spacy,fuir,fuir,22,Comportementale,22,Peur,-0.0,0.0,52,Peur,0.2352,0.2352,0.2352,False,0.4231,lemma_dilutes_surface,medium
spacy,fui,fuir,13,Comportementale,13,Peur,-0.0,0.0,52,Peur,0.2352,0.2352,0.2352,False,0.25,lemma_dilutes_surface,medium
stanza,fort,fort,5,Suggérée,5,Peur,1.9219,0.961,8,Colère,2.1556,0.9284,0.2337,True,0.625,lemma_dilutes_surface,medium
spacy,fort,fort,5,Suggérée,5,Peur,1.9219,0.961,8,Colère,2.1556,0.9284,0.2337,True,0.625,lemma_dilutes_surface,medium
spacy,mauvaise,mauvais,6,Suggérée,6,Tristesse,1.4591,0.9206,21,Colère,1.6909,0.8455,0.2318,True,0.2857,lemma_dilutes_surface,medium
stanza,fuir,fuir,22,Comportementale,22,Peur,-0.0,0.0,53,Peur,0.2318,0.2318,0.2318,False,0.4151,lemma_dilutes_surface,medium
stanza,fui,fuir,13,Comportementale,13,Peur,-0.0,0.0,53,Peur,0.2318,0.2318,0.2318,False,0.2453,lemma_dilutes_surface,medium
stanza,mauvaise,mauvais,6,Suggérée,6,Tristesse,1.4591,0.9206,21,Colère,1.6909,0.8455,0.2318,True,0.2857,lemma_dilutes_surface,medium
stanza,venir,venir,6,Suggérée,6,Colère,2.585,1.0,12,Joie,2.3554,0.9112,-0.2296,True,0.5,lemma_reveals_family,medium
spacy,insulte,insulter,1,Comportementale,9,Colère,0.9911,0.9911,23,Colère,1.2145,0.7663,0.2234,False,0.0435,lemma_dilutes_surface,medium
stanza,attaques,attaque,5,Suggérée,5,Peur,1.371,0.865,7,Peur,1.1488,0.7248,-0.2222,False,0.7143,lemma_reveals_family,medium
spacy,mariage,mariage,5,Suggérée,7,Joie,1.1488,0.7248,5,Joie,1.371,0.865,0.2222,False,1.0,lemma_dilutes_surface,medium
spacy,attaques,attaque,5,Suggérée,5,Peur,1.371,0.865,7,Peur,1.1488,0.7248,-0.2222,False,0.7143,lemma_reveals_family,medium
stanza,embête,embêter,6,Désignée,6,Tristesse,1.4591,0.9206,11,Tristesse,1.2407,0.7828,-0.2184,False,0.5455,lemma_reveals_family,medium
spacy,tristes,triste,7,Désignée,7,Tristesse,-0.0,0.0,29,Tristesse,0.2164,0.2164,0.2164,False,0.2414,lemma_dilutes_surface,medium
stanza,tristes,triste,7,Désignée,7,Tristesse,-0.0,0.0,29,Tristesse,0.2164,0.2164,0.2164,False,0.2414,lemma_dilutes_surface,medium
stanza,première,premier,12,Suggérée,13,Joie,2.162,0.9311,18,Joie,2.3774,0.9197,0.2154,False,0.6667,lemma_dilutes_surface,medium
spacy,mauvaises,mauvais,8,Suggérée,8,Colère,1.9056,0.9528,21,Colère,1.6909,0.8455,-0.2147,False,0.381,lemma_reveals_family,medium
stanza,mauvaises,mauvais,8,Suggérée,8,Colère,1.9056,0.9528,21,Colère,1.6909,0.8455,-0.2147,False,0.381,lemma_reveals_family,medium
spacy,venir,venir,6,Suggérée,6,Colère,2.585,1.0,10,Colère,2.371,0.9172,-0.214,False,0.6,lemma_reveals_family,medium
stanza,insultes,insulte,16,Désignée,16,Embarras,0.8684,0.5479,25,Embarras,1.0783,0.6803,0.2099,False,0.64,lemma_dilutes_surface,medium
spacy,parle,parler,2,Suggérée,8,Colère,2.1556,0.9284,14,Colère,1.9502,0.7544,-0.2054,False,0.1429,lemma_reveals_family,medium
spacy,nouvelle,nouveau,5,Suggérée,5,Joie,0.7219,0.7219,10,Joie,0.9219,0.5817,0.2,False,0.5,lemma_dilutes_surface,medium
spacy,accusé,accuser,23,Comportementale,24,Colère,0.4972,0.3137,69,Colère,0.2979,0.188,-0.1993,False,0.3333,lemma_reveals_family,medium
spacy,coup,coup,8,Suggérée,8,Joie,2.1556,0.9284,19,Colère,2.3546,0.9109,0.199,True,0.4211,lemma_dilutes_surface,medium
stanza,coup,coup,8,Suggérée,8,Joie,2.1556,0.9284,19,Colère,2.3546,0.9109,0.199,True,0.4211,lemma_dilutes_surface,medium
stanza,accusé,accuser,24,Comportementale,24,Colère,0.4972,0.3137,90,Colère,0.2984,0.1882,-0.1988,False,0.2667,lemma_reveals_family,medium
spacy,dansé,danser,3,Suggérée,7,Joie,0.8631,0.8631,8,Joie,1.0613,0.6696,0.1982,False,0.375,lemma_dilutes_surface,medium
spacy,première,premier,13,Suggérée,13,Joie,2.162,0.9311,19,Joie,2.3598,0.9129,0.1978,False,0.6842,lemma_dilutes_surface,medium
stanza,pleuré,pleurer,11,Comportementale,11,Tristesse,1.3222,0.8342,45,Tristesse,1.1245,0.7095,-0.1977,False,0.2444,lemma_reveals_family,medium
spacy,pleuré,pleurer,11,Comportementale,11,Tristesse,1.3222,0.8342,45,Tristesse,1.1245,0.7095,-0.1977,False,0.2444,lemma_reveals_family,medium
stanza,casse,casser,7,Montrée,10,Colère,0.8813,0.8813,11,Colère,0.684,0.684,-0.1973,False,0.6364,lemma_reveals_family,medium
spacy,photos,photo,5,Montrée,5,Colère,0.7219,0.7219,6,Colère,0.9183,0.9183,0.1964,False,0.8333,lemma_dilutes_surface,medium
stanza,photos,photo,5,Montrée,5,Colère,0.7219,0.7219,6,Colère,0.9183,0.9183,0.1964,False,0.8333,lemma_dilutes_surface,medium
spacy,menacé,menacer,10,Désignée,10,Peur,0.7219,0.7219,67,Peur,0.5276,0.5276,-0.1943,False,0.1493,lemma_reveals_family,medium
spacy,amusant,amusant,8,Désignée,8,Joie,0.8113,0.8113,13,Joie,0.6194,0.6194,-0.1919,False,0.6154,lemma_reveals_family,medium
stanza,manifestation,manifestation,7,Comportementale,7,Colère,-0.0,0.0,70,Colère,0.1872,0.1872,0.1872,False,0.1,lemma_dilutes_surface,medium
spacy,manifestation,manifestation,7,Comportementale,7,Colère,-0.0,0.0,70,Colère,0.1872,0.1872,0.1872,False,0.1,lemma_dilutes_surface,medium
stanza,sourire,sourire,12,Comportementale,12,Joie,0.8167,0.5153,16,Joie,0.9934,0.4967,0.1767,False,0.75,lemma_dilutes_surface,medium
spacy,sourire,sourire,9,Comportementale,12,Joie,0.8167,0.5153,17,Joie,0.6402,0.4039,-0.1765,False,0.5294,lemma_reveals_family,medium
stanza,blague,blague,6,Montrée,6,Colère,1.7925,0.8962,11,Joie,1.6172,0.8086,-0.1753,True,0.5455,lemma_reveals_family,medium
spacy,insultes,insulte,16,Désignée,16,Embarras,0.8684,0.5479,24,Embarras,1.0434,0.6583,0.175,False,0.6667,lemma_dilutes_surface,medium
spacy,menace,menacer,21,Désignée,21,Peur,0.7025,0.7025,67,Peur,0.5276,0.5276,-0.1749,False,0.3134,lemma_reveals_family,medium
stanza,mains,main,5,Comportementale,5,Joie,1.9219,0.961,8,Joie,1.75,0.875,-0.1719,False,0.625,lemma_reveals_family,medium
spacy,mains,main,5,Comportementale,5,Joie,1.9219,0.961,8,Joie,1.75,0.875,-0.1719,False,0.625,lemma_reveals_family,medium
spacy,maison,maison,6,Suggérée,6,Peur,1.9183,0.9591,8,Peur,1.75,0.875,-0.1683,False,0.75,lemma_reveals_family,medium
spacy,malade,malade,7,Suggérée,7,Peur,2.1281,0.9165,10,Peur,1.961,0.8445,-0.1671,False,0.7,lemma_reveals_family,medium
stanza,malade,malade,7,Suggérée,7,Peur,2.1281,0.9165,10,Peur,1.961,0.8445,-0.1671,False,0.7,lemma_reveals_family,medium
stanza,souvenir,souvenir,6,Suggérée,6,Joie,0.65,0.65,8,Joie,0.8113,0.8113,0.1613,False,0.75,lemma_dilutes_surface,medium
spacy,souvenir,souvenir,6,Suggérée,6,Joie,0.65,0.65,8,Joie,0.8113,0.8113,0.1613,False,0.75,lemma_dilutes_surface,medium
stanza,cacher,cacher,5,Suggérée,5,Colère,0.971,0.971,12,Peur,0.8113,0.8113,-0.1597,True,0.4167,lemma_reveals_family,medium
stanza,persécutés,persécuter,6,Suggérée,6,Peur,1.2516,0.7897,11,Peur,1.0958,0.6914,-0.1558,False,0.5455,lemma_reveals_family,medium
stanza,exploit,exploit,14,Suggérée,14,Admiration,1.4838,0.7419,19,Admiration,1.6393,0.8197,0.1555,False,0.7368,lemma_dilutes_surface,medium
spacy,exploit,exploit,14,Suggérée,14,Admiration,1.4838,0.7419,19,Admiration,1.6393,0.8197,0.1555,False,0.7368,lemma_dilutes_surface,medium
stanza,pleurant,pleurer,5,Comportementale,5,Peur,0.971,0.971,45,Tristesse,1.1245,0.7095,0.1535,True,0.1111,lemma_dilutes_surface,medium
spacy,pleurant,pleurer,5,Comportementale,5,Peur,0.971,0.971,45,Tristesse,1.1245,0.7095,0.1535,True,0.1111,lemma_dilutes_surface,medium
spacy,pauvres,pauvre,6,Suggérée,6,Colère,1.585,1.0,11,Tristesse,1.4354,0.9056,-0.1496,True,0.5455,lemma_reveals_family,medium
stanza,pauvres,pauvre,6,Suggérée,6,Colère,1.585,1.0,11,Tristesse,1.4354,0.9056,-0.1496,True,0.5455,lemma_reveals_family,medium
stanza,crié,crier,9,Comportementale,9,Peur,2.4194,0.9359,22,Peur,2.2713,0.8091,-0.1481,False,0.4091,lemma_reveals_family,medium
spacy,gueule,gueule,4,Montrée,9,Colère,0.5033,0.5033,6,Colère,0.65,0.65,0.1467,False,0.6667,lemma_dilutes_surface,medium
stanza,protesté,protester,5,Comportementale,5,Colère,0.7219,0.7219,33,Colère,0.5836,0.2918,-0.1383,False,0.1515,lemma_reveals_family,medium
stanza,meurent,mourir,7,Suggérée,7,Peur,1.3788,0.8699,19,Peur,1.2448,0.7854,-0.134,False,0.3684,lemma_reveals_family,medium
spacy,meurent,mourir,7,Suggérée,7,Peur,1.3788,0.8699,19,Peur,1.2448,0.7854,-0.134,False,0.3684,lemma_reveals_family,medium
stanza,impressionner,impressionner,5,Désignée,5,Fierté,1.9219,0.961,12,Admiration,2.0546,0.8849,0.1327,True,0.4167,lemma_dilutes_surface,medium
spacy,victime,victime,20,Suggérée,20,Tristesse,1.6751,0.8376,36,Tristesse,1.8071,0.9035,0.132,False,0.5556,lemma_dilutes_surface,medium
stanza,victime,victime,20,Suggérée,20,Tristesse,1.6751,0.8376,36,Tristesse,1.8071,0.9035,0.132,False,0.5556,lemma_dilutes_surface,medium
spacy,casse,casser,10,Montrée,10,Colère,0.8813,0.8813,14,Colère,0.7496,0.7496,-0.1317,False,0.7143,lemma_reveals_family,medium
stanza,échapper,échapper,5,Comportementale,5,Peur,0.7219,0.7219,7,Peur,0.5917,0.5917,-0.1302,False,0.7143,lemma_reveals_family,medium
